,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
20850,43,management,married,tertiary,no,2383,no,no,cellular,13,aug,379,6,yes
20856,30,technician,single,tertiary,no,635,no,no,cellular,13,aug,851,8,yes
20859,35,management,divorced,tertiary,no,434,yes,no,cellular,13,aug,1314,2,yes
20878,34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,yes
20882,48,admin,divorced,secondary,no,362,no,no,cellular,13,aug,529,1,yes
20890,33,management,married,tertiary,no,191,no,no,cellular,13,aug,1148,2,yes
20935,37,management,single,tertiary,no,455,yes,no,cellular,13,aug,904,6,yes
20968,57,technician,divorced,secondary,no,3043,no,no,cellular,14,aug,707,2,yes
21004,55,retired,married,primary,no,3334,no,no,cellular,14,aug,632,4,yes
21020,34,technician,married,tertiary,no,8029,yes,no,cellular,14,aug,593,4,yes
21021,44,entrepreneur,married,tertiary,no,624,no,no,telephone,14,aug,552,2,yes
21053,35,management,single,tertiary,no,331,no,no,cellular,14,aug,857,2,yes
21080,34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,yes
21088,34,technician,single,tertiary,no,6529,no,no,cellular,14,aug,505,2,yes
21114,49,services,married,secondary,no,1314,no,no,cellular,14,aug,834,14,yes
21117,30,technician,married,secondary,no,289,yes,no,cellular,14,aug,1184,4,yes
21119,32,management,married,tertiary,no,169,no,no,telephone,14,aug,698,2,yes
21125,32,management,single,tertiary,no,20,no,no,cellular,14,aug,1151,2,yes
21146,56,blue-collar,married,primary,no,8163,no,no,cellular,14,aug,1231,4,yes
21176,50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904,3,yes
21203,33,unemployed,single,tertiary,no,6748,no,no,cellular,14,aug,1579,2,yes
21205,32,technician,single,secondary,no,1732,yes,no,cellular,14,aug,1871,3,yes
21207,46,blue-collar,married,secondary,no,456,no,yes,cellular,18,aug,618,6,yes
21209,45,technician,single,tertiary,no,0,no,no,cellular,18,aug,773,4,yes
21212,52,management,married,tertiary,no,576,no,no,cellular,18,aug,762,3,yes
21214,60,blue-collar,married,primary,no,493,no,no,cellular,18,aug,671,4,yes
21224,47,management,married,tertiary,no,682,no,no,cellular,18,aug,638,6,yes
21225,32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,yes
21226,55,blue-collar,married,primary,no,3485,no,no,cellular,18,aug,625,4,yes
21244,36,management,single,tertiary,no,2944,no,no,cellular,18,aug,882,8,yes
21257,46,technician,married,secondary,no,1353,no,no,cellular,18,aug,528,5,yes
21296,55,management,divorced,tertiary,no,0,no,no,cellular,18,aug,309,4,yes
21325,47,technician,married,secondary,no,1219,no,no,cellular,18,aug,697,4,yes
21348,30,management,single,tertiary,no,1541,no,no,cellular,18,aug,471,8,yes
21387,54,blue-collar,married,secondary,no,548,no,no,cellular,18,aug,520,7,yes
21397,31,management,single,tertiary,no,11821,no,no,cellular,18,aug,384,11,yes
21402,31,management,divorced,tertiary,no,254,no,no,cellular,18,aug,1576,8,yes
21408,46,technician,single,tertiary,no,4414,no,no,cellular,18,aug,504,7,yes
21415,61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,yes
21422,58,retired,married,primary,no,1241,no,no,cellular,18,aug,194,2,yes
21448,37,technician,single,secondary,no,1435,no,no,cellular,18,aug,724,16,yes
21492,38,technician,single,secondary,no,3278,no,no,cellular,19,aug,645,14,yes
21548,49,technician,married,secondary,no,412,no,no,cellular,19,aug,1293,8,yes
21620,43,management,single,tertiary,no,483,no,no,cellular,19,aug,950,6,yes
21627,57,admin,married,secondary,no,2120,no,no,cellular,19,aug,687,4,yes
21706,52,management,married,tertiary,no,7135,no,no,cellular,19,aug,1032,3,yes
21757,47,management,married,tertiary,no,600,no,no,cellular,19,aug,290,15,yes
21781,33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,yes
21791,33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,1,yes
21810,41,management,married,tertiary,no,5561,no,no,cellular,20,aug,649,2,yes
21851,53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,yes
21858,40,admin,single,tertiary,no,27,no,no,cellular,20,aug,467,2,yes
21876,44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,yes
21884,42,technician,divorced,secondary,no,19,no,no,cellular,20,aug,875,4,yes
21909,33,management,single,tertiary,no,432,no,no,telephone,20,aug,588,6,yes
21924,31,management,married,tertiary,no,792,no,no,cellular,20,aug,763,14,yes
21970,53,technician,married,tertiary,no,988,no,no,cellular,20,aug,1408,5,yes
21977,32,technician,single,secondary,no,116,yes,no,cellular,20,aug,718,2,yes
21983,60,admin,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,yes
21996,33,technician,single,secondary,no,163,yes,no,cellular,20,aug,627,2,yes
22022,37,technician,married,tertiary,no,247,no,no,cellular,20,aug,625,6,yes
22037,45,admin,married,secondary,no,236,no,no,cellular,20,aug,703,2,yes
22116,34,technician,single,secondary,no,666,no,no,cellular,21,aug,1503,2,yes
22127,56,technician,married,tertiary,no,73,no,no,cellular,21,aug,644,4,yes
22150,57,technician,divorced,tertiary,no,96,no,no,cellular,21,aug,913,4,yes
22171,57,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,10,yes
22184,32,management,single,tertiary,no,46,no,no,cellular,21,aug,788,6,yes
22212,50,services,married,secondary,no,1501,no,no,cellular,21,aug,946,4,yes
22215,30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,yes
22234,56,admin,married,secondary,no,1694,no,no,cellular,21,aug,793,10,yes
22255,55,blue-collar,married,secondary,no,196,no,no,cellular,21,aug,81,1,yes
22267,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,yes
22278,34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,1877,3,yes
22335,52,management,married,tertiary,no,1227,no,no,cellular,22,aug,1123,4,yes
22351,32,management,single,tertiary,no,522,no,no,cellular,22,aug,576,2,yes
22352,31,self-employed,married,tertiary,no,94,no,no,cellular,22,aug,579,2,yes
22354,41,technician,married,secondary,no,965,no,no,cellular,22,aug,336,10,yes
22363,34,technician,married,tertiary,no,149,no,no,cellular,22,aug,739,2,yes
22377,44,technician,married,secondary,no,267,no,no,cellular,22,aug,520,2,yes
22404,33,management,married,tertiary,no,4570,no,no,cellular,22,aug,1258,2,yes
22409,53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,yes
22420,55,blue-collar,married,unknown,no,890,no,no,cellular,22,aug,1329,2,yes
22452,46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,yes
22465,46,services,married,secondary,no,273,no,no,cellular,22,aug,565,2,yes
22481,46,entrepreneur,married,tertiary,no,1920,no,no,cellular,22,aug,604,6,yes
22533,59,admin,married,secondary,no,1575,yes,no,cellular,22,aug,1241,11,yes
22639,51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735,1,yes
22644,32,technician,divorced,tertiary,no,53,no,no,cellular,22,aug,671,2,yes
22650,57,retired,married,primary,no,3518,yes,no,cellular,25,aug,626,3,yes
22679,43,technician,married,secondary,no,136,no,no,cellular,25,aug,363,7,yes
22687,48,management,single,tertiary,no,830,no,no,cellular,25,aug,961,4,yes
22721,33,housemaid,married,primary,no,2054,no,no,cellular,25,aug,472,6,yes
22742,59,blue-collar,married,primary,no,-546,no,no,cellular,25,aug,1152,6,yes
22758,58,blue-collar,married,primary,no,5188,yes,no,cellular,25,aug,606,6,yes
22813,50,management,married,tertiary,no,1396,no,no,cellular,25,aug,731,6,yes
22840,53,technician,single,secondary,no,925,no,no,cellular,25,aug,930,3,yes
22844,32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,yes
22846,44,management,married,tertiary,no,792,no,no,cellular,25,aug,630,7,yes
22875,47,blue-collar,married,unknown,yes,162,no,no,cellular,25,aug,366,3,yes
22907,34,technician,married,secondary,no,1035,no,no,cellular,25,aug,1374,10,yes
22909,51,retired,married,tertiary,no,746,no,no,cellular,25,aug,372,5,yes
22923,32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958,6,yes
22926,60,unknown,married,unknown,no,17297,no,no,cellular,26,aug,664,11,yes
22938,46,admin,married,secondary,no,22,no,no,cellular,26,aug,388,6,yes
23047,41,technician,married,tertiary,no,231,no,no,cellular,26,aug,428,2,yes
23069,52,management,single,tertiary,no,83,no,no,cellular,26,aug,1223,6,yes
23072,42,management,divorced,tertiary,no,1243,no,no,cellular,26,aug,1000,4,yes
23149,36,unemployed,married,tertiary,no,154,no,no,cellular,26,aug,556,7,yes
23173,34,self-employed,single,secondary,no,296,no,no,cellular,27,aug,609,13,yes
23181,31,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,581,6,yes
23191,37,management,married,tertiary,no,40,no,no,cellular,27,aug,1033,4,yes
23204,59,retired,married,secondary,no,2396,no,no,cellular,27,aug,1040,6,yes
23210,55,services,married,unknown,no,2944,no,no,cellular,27,aug,672,6,yes
23221,35,technician,single,secondary,no,344,no,no,cellular,27,aug,519,16,yes
23231,33,management,single,tertiary,no,7084,no,no,cellular,27,aug,512,8,yes
23263,46,management,divorced,secondary,no,0,no,no,cellular,27,aug,763,5,yes
23265,30,technician,married,tertiary,no,569,no,no,cellular,27,aug,976,12,yes
23302,36,management,married,tertiary,no,0,no,no,telephone,27,aug,645,9,yes
23331,44,management,married,tertiary,no,1138,no,no,cellular,27,aug,523,3,yes
23356,36,technician,divorced,secondary,no,54,yes,no,cellular,27,aug,1642,3,yes
23437,33,management,single,tertiary,no,2637,no,no,cellular,28,aug,583,17,yes
23471,34,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,730,11,yes
23473,36,technician,married,secondary,no,2473,no,no,cellular,28,aug,965,4,yes
23546,34,technician,married,secondary,no,1,no,no,cellular,28,aug,535,2,yes
23594,53,blue-collar,married,primary,no,5603,no,no,cellular,28,aug,2372,6,yes
23610,47,admin,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,yes
23775,39,management,married,tertiary,no,-17,yes,yes,cellular,28,aug,908,1,yes
23826,35,technician,single,secondary,no,3490,yes,no,cellular,29,aug,643,2,yes
23873,32,management,single,tertiary,no,769,no,no,cellular,29,aug,695,2,yes
24038,46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,yes
24039,30,self-employed,married,tertiary,no,1785,no,no,unknown,17,oct,235,1,yes
24040,49,management,married,tertiary,no,0,no,no,telephone,17,oct,223,1,yes
24044,36,self-employed,single,tertiary,no,-103,yes,yes,telephone,17,oct,3253,1,yes
24045,47,admin,divorced,secondary,no,555,yes,yes,telephone,17,oct,478,1,yes
24050,52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133,1,yes
24055,43,management,married,tertiary,no,1258,no,no,unknown,20,oct,312,1,yes
24058,44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,yes
24059,30,blue-collar,married,secondary,no,1664,yes,no,telephone,20,oct,2016,1,yes
24061,32,admin,married,secondary,no,8749,yes,yes,unknown,21,oct,294,1,yes
24062,42,admin,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,yes
24064,33,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,1,yes
24068,45,admin,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,yes
24070,45,blue-collar,married,secondary,no,1144,yes,no,unknown,22,oct,676,1,yes
24071,28,student,single,secondary,no,2351,no,no,telephone,22,oct,157,1,yes
24074,32,technician,single,tertiary,no,5514,no,no,telephone,22,oct,181,1,yes
24075,28,self-employed,married,secondary,no,123,no,yes,telephone,22,oct,313,1,yes
24076,40,management,married,tertiary,no,3352,yes,no,telephone,23,oct,138,1,yes
24077,36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,yes
24078,44,admin,divorced,primary,no,429,yes,no,telephone,23,oct,80,1,yes
24079,51,entrepreneur,married,tertiary,no,5254,yes,no,unknown,23,oct,134,1,yes
24080,56,technician,married,secondary,no,589,yes,no,unknown,23,oct,518,1,yes
24081,57,unknown,married,unknown,no,19268,no,no,unknown,23,oct,301,1,yes
24082,26,services,single,secondary,no,1445,no,no,telephone,23,oct,171,1,yes
24083,40,technician,divorced,tertiary,no,568,yes,no,unknown,24,oct,112,1,yes
24084,49,admin,married,secondary,no,10250,yes,no,telephone,24,oct,97,1,yes
24085,50,management,single,tertiary,no,3537,no,no,unknown,24,oct,305,1,yes
24087,58,admin,divorced,secondary,no,1947,no,no,telephone,26,oct,228,1,yes
24088,37,admin,married,secondary,no,1967,no,no,telephone,27,oct,376,1,yes
24089,36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207,1,yes
24090,39,entrepreneur,married,primary,no,437,yes,no,unknown,27,oct,150,1,yes
24092,27,entrepreneur,married,secondary,no,2329,no,no,telephone,27,oct,131,1,yes
24094,47,management,divorced,tertiary,no,12026,yes,no,telephone,27,oct,251,1,yes
24096,39,admin,married,secondary,no,1757,no,no,telephone,28,oct,125,1,yes
24097,57,technician,married,secondary,no,7554,no,no,telephone,28,oct,141,1,yes
24098,38,management,married,tertiary,no,385,yes,no,telephone,28,oct,154,1,yes
24099,43,management,married,secondary,no,107,yes,yes,telephone,28,oct,135,1,yes
24100,34,technician,married,secondary,no,1012,yes,yes,telephone,28,oct,540,1,yes
24102,35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171,1,yes
24103,58,management,divorced,tertiary,no,372,no,yes,unknown,29,oct,11,1,yes
24106,59,management,divorced,tertiary,no,258,yes,no,telephone,29,oct,266,1,yes
24107,35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,248,1,yes
24108,42,technician,divorced,secondary,no,314,yes,no,unknown,30,oct,234,1,yes
24109,43,retired,married,secondary,no,860,no,no,telephone,30,oct,132,1,yes
24111,34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,yes
24112,35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,160,1,yes
24114,38,admin,single,secondary,no,2470,no,no,telephone,31,oct,227,1,yes
24115,39,blue-collar,married,secondary,no,1307,yes,no,telephone,31,oct,158,1,yes
24116,58,retired,divorced,tertiary,no,3237,no,no,telephone,31,oct,615,1,yes
24120,60,management,married,tertiary,no,5041,no,no,telephone,4,nov,399,1,yes
24124,56,technician,married,secondary,no,6619,yes,no,telephone,4,nov,465,1,yes
24126,50,admin,divorced,secondary,no,237,no,yes,telephone,5,nov,169,1,yes
24129,31,management,married,tertiary,no,1331,no,no,unknown,5,nov,268,1,yes
24130,37,services,married,secondary,no,1970,yes,no,telephone,5,nov,253,1,yes
24131,44,self-employed,married,secondary,no,706,no,no,unknown,5,nov,204,1,yes
24132,59,retired,divorced,secondary,no,1026,no,no,unknown,5,nov,669,1,yes
24134,49,management,married,secondary,no,249,no,no,telephone,6,nov,234,1,yes
24137,30,management,single,tertiary,no,12857,yes,no,cellular,6,nov,150,1,yes
24139,31,technician,single,tertiary,no,2807,no,no,unknown,8,nov,154,1,yes
24141,29,management,single,tertiary,no,572,yes,no,telephone,8,nov,319,1,yes
24143,40,blue-collar,married,secondary,no,5060,no,no,unknown,9,nov,299,1,yes
24152,43,admin,married,secondary,no,2271,no,no,telephone,10,nov,524,1,yes
24154,48,management,married,tertiary,no,1,no,no,telephone,10,nov,248,1,yes
24158,34,management,married,tertiary,no,676,no,no,telephone,11,nov,486,1,yes
24159,28,self-employed,single,tertiary,no,160,no,no,unknown,11,nov,158,1,yes
24160,34,admin,married,tertiary,no,899,yes,no,unknown,12,nov,114,1,yes
24161,47,blue-collar,married,secondary,no,1230,yes,no,telephone,12,nov,378,1,yes
24169,59,housemaid,married,tertiary,no,0,no,no,telephone,13,nov,494,1,yes
24172,32,blue-collar,single,tertiary,no,700,no,no,unknown,13,nov,90,1,yes
24173,31,entrepreneur,single,secondary,no,0,no,no,telephone,13,nov,160,1,yes
24174,49,admin,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,yes
24176,27,student,single,secondary,no,67,no,no,telephone,14,nov,239,1,yes
24177,35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,yes
24178,32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,yes
24179,57,blue-collar,married,unknown,no,3585,no,no,telephone,14,nov,172,1,yes
24180,58,management,married,tertiary,no,4152,yes,no,telephone,14,nov,160,1,yes
24182,30,technician,single,secondary,no,816,yes,no,unknown,14,nov,179,1,yes
24270,37,management,married,secondary,no,5447,yes,yes,cellular,17,nov,1789,1,yes
24271,44,technician,divorced,secondary,no,275,no,no,cellular,17,nov,1077,1,yes
24274,57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,nov,564,1,yes
24275,34,blue-collar,married,secondary,no,751,yes,yes,cellular,17,nov,1303,1,yes
24363,47,management,married,tertiary,no,3505,no,no,cellular,17,nov,434,2,yes
24390,53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,yes
24425,49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,yes
24441,54,unemployed,single,secondary,no,380,no,no,cellular,17,nov,696,2,yes
24495,41,management,married,primary,no,5310,yes,no,cellular,17,nov,984,1,yes
24509,55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,761,1,yes
24527,59,management,married,tertiary,no,1783,no,yes,cellular,17,nov,540,2,yes
24565,41,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,789,1,yes
24622,53,retired,married,tertiary,no,2269,no,no,cellular,17,nov,1091,2,yes
24651,32,services,single,unknown,no,2378,no,no,cellular,17,nov,1132,2,yes
24699,37,technician,married,secondary,no,5115,yes,no,cellular,17,nov,1210,2,yes
24709,45,entrepreneur,married,secondary,no,781,no,yes,cellular,17,nov,652,2,yes
24725,49,technician,single,secondary,no,-188,yes,yes,cellular,17,nov,454,1,yes
24738,31,blue-collar,single,tertiary,no,761,no,no,telephone,18,nov,514,2,yes
24771,31,admin,single,secondary,no,19,yes,no,cellular,18,nov,1978,1,yes
24782,35,technician,married,secondary,no,4508,yes,no,cellular,18,nov,854,1,yes
24830,37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,yes
24849,48,management,married,tertiary,no,2266,no,no,cellular,18,nov,676,1,yes
24886,39,technician,single,secondary,no,4646,yes,no,cellular,18,nov,486,1,yes
24896,34,technician,single,secondary,no,2729,yes,no,cellular,18,nov,835,1,yes
24921,41,entrepreneur,married,secondary,no,8491,yes,no,cellular,18,nov,929,1,yes
24922,34,management,single,tertiary,no,1494,yes,no,cellular,18,nov,596,1,yes
24926,49,management,married,tertiary,no,1050,yes,no,cellular,18,nov,924,1,yes
24933,49,entrepreneur,married,primary,no,6188,no,no,cellular,18,nov,453,1,yes
24936,31,technician,married,tertiary,no,26,no,yes,cellular,18,nov,419,1,yes
24976,41,management,married,tertiary,no,0,yes,no,cellular,18,nov,897,3,yes
24979,46,management,married,secondary,no,0,no,no,cellular,18,nov,1855,1,yes
24998,54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,yes
25076,38,technician,married,tertiary,no,3234,no,no,cellular,18,nov,578,2,yes
25195,39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,nov,1181,2,yes
25235,46,management,married,tertiary,no,0,no,no,cellular,18,nov,716,2,yes
