,age,job,marital,education,default,balance,housing,loan,month,duration,campaign,cluster
2126,59,retired,divorced,secondary,no,5583,yes,no,apr,720,1,1
2127,47,blue-collar,married,secondary,no,1230,yes,no,apr,412,1,1
2128,36,admin,married,secondary,no,96,no,no,apr,208,1,1
2129,45,management,married,tertiary,no,160,no,no,apr,619,1,0
2130,21,student,single,secondary,no,224,no,no,apr,871,1,1
2131,23,student,single,secondary,no,0,no,no,apr,297,1,1
2132,47,blue-collar,married,secondary,no,1730,yes,no,apr,231,1,1
2133,29,management,single,tertiary,no,697,no,no,apr,365,1,0
2134,25,management,single,tertiary,no,943,no,no,apr,512,1,0
2135,60,housemaid,married,primary,no,1163,no,no,apr,470,8,1
2136,37,technician,married,secondary,no,1458,no,no,apr,281,1,1
2137,42,technician,single,unknown,no,11115,no,no,apr,328,1,1
2138,49,admin,married,secondary,no,3608,yes,no,apr,252,1,1
2139,33,admin,married,secondary,no,95,yes,no,apr,335,1,1
2140,59,technician,married,secondary,no,2308,no,no,apr,815,1,1
2141,58,management,divorced,tertiary,no,5701,no,no,apr,354,1,0
2142,44,blue-collar,married,unknown,no,1529,yes,no,apr,347,1,1
2143,48,blue-collar,married,secondary,no,292,no,no,apr,271,1,1
2144,34,self-employed,married,primary,no,7468,yes,yes,apr,383,1,1
2145,32,admin,married,secondary,no,0,yes,no,apr,177,2,1
2146,42,technician,married,unknown,no,1559,no,no,apr,368,1,1
2147,54,admin,divorced,secondary,no,1693,no,no,apr,1277,1,1
2148,42,technician,married,tertiary,no,757,no,no,apr,354,1,0
2149,42,blue-collar,married,primary,no,201,yes,no,apr,841,1,1
2150,44,self-employed,divorced,tertiary,no,1070,yes,no,apr,381,1,0
2151,37,blue-collar,married,secondary,no,1330,no,no,apr,390,1,1
2152,29,student,single,secondary,no,314,no,no,apr,465,1,1
2153,47,unknown,married,unknown,no,677,no,no,apr,900,2,1
2154,26,self-employed,single,tertiary,no,168,no,no,apr,394,1,0
2155,24,management,single,tertiary,no,2845,no,no,apr,779,2,0
2156,34,admin,single,secondary,no,-32,no,yes,apr,246,2,1
2157,30,management,single,tertiary,no,398,no,no,apr,554,1,0
2158,46,technician,married,secondary,no,0,no,no,apr,200,1,1
2159,34,services,married,secondary,no,1337,no,no,apr,442,1,1
2160,31,management,married,tertiary,no,1331,no,no,apr,297,1,0
2161,38,unemployed,married,tertiary,no,2812,yes,no,apr,830,1,0
2162,59,retired,married,secondary,no,493,no,no,apr,237,1,1
2163,35,management,single,tertiary,no,1750,yes,no,apr,687,1,0
2164,33,technician,married,tertiary,no,4401,no,no,apr,439,1,0
2165,35,management,married,tertiary,no,193,yes,no,apr,565,1,0
2166,56,management,married,tertiary,no,616,no,no,apr,225,1,0
2167,37,management,married,tertiary,no,5106,no,no,apr,244,1,0
2168,33,admin,married,secondary,no,920,no,no,apr,344,1,1
2169,43,unemployed,divorced,secondary,no,1854,no,no,apr,323,1,1
2170,35,admin,single,tertiary,no,994,no,no,apr,400,1,0
2171,31,admin,single,secondary,no,190,no,no,apr,514,1,1
2172,38,technician,single,tertiary,no,1101,no,no,apr,800,1,0
2173,33,blue-collar,single,unknown,no,129,yes,yes,apr,482,1,1
2174,46,services,married,secondary,no,4,no,no,apr,268,1,1
2175,42,management,married,tertiary,no,6060,yes,no,apr,316,1,0
2176,31,management,married,tertiary,no,1812,no,no,apr,461,1,0
2177,33,management,married,tertiary,no,55,no,no,apr,526,2,0
2178,37,management,married,tertiary,no,630,no,no,apr,315,1,0
2179,53,management,married,tertiary,no,1624,no,no,apr,284,3,0
2180,53,services,married,secondary,no,341,no,no,apr,423,2,1
2181,31,management,single,tertiary,no,2016,no,no,apr,209,1,0
2182,26,admin,single,secondary,no,255,no,no,apr,457,1,1
2183,30,technician,single,secondary,no,4684,yes,no,apr,268,3,1
2184,24,admin,single,secondary,no,1052,no,no,apr,354,1,1
2185,28,management,single,tertiary,no,1808,no,no,apr,309,1,0
2186,20,student,single,secondary,no,502,no,no,apr,261,1,1
2187,26,unemployed,single,tertiary,no,3511,no,no,apr,439,2,0
2188,35,technician,married,secondary,no,518,yes,no,apr,616,1,1
2189,28,technician,single,secondary,no,227,no,no,apr,278,1,1
2190,30,admin,single,secondary,no,270,no,no,apr,437,1,1
2191,32,management,married,tertiary,no,4733,no,no,apr,532,1,0
2192,33,management,married,tertiary,no,2599,no,no,apr,1373,2,0
2193,38,housemaid,married,primary,no,196,no,no,apr,574,1,1
2194,52,self-employed,married,tertiary,no,6657,no,no,apr,917,1,0
2195,38,management,married,tertiary,no,613,no,no,apr,242,1,0
2196,34,self-employed,single,tertiary,no,5462,no,no,apr,430,1,0
2197,29,technician,single,secondary,no,674,no,no,apr,483,1,1
2198,30,management,single,tertiary,no,364,no,no,apr,306,2,0
2199,40,admin,divorced,secondary,no,2129,no,no,apr,452,1,1
2200,31,services,single,secondary,no,181,no,no,apr,325,1,1
2201,24,student,single,primary,no,474,no,no,apr,551,1,1
2202,25,management,single,tertiary,no,219,no,no,apr,458,1,0
2203,47,management,single,tertiary,no,86,no,no,apr,387,3,0
2204,33,student,single,unknown,no,1170,no,no,apr,352,1,1
2205,34,admin,single,tertiary,no,18,yes,yes,apr,359,1,0
2206,36,technician,single,tertiary,no,197,no,no,apr,260,1,0
2207,50,management,married,tertiary,no,938,no,no,apr,780,1,0
2208,34,management,single,tertiary,no,1228,no,no,apr,580,2,0
2209,54,technician,divorced,secondary,no,2156,yes,no,apr,258,1,1
2210,38,management,divorced,secondary,no,257,yes,no,apr,435,1,1
2211,47,technician,married,tertiary,no,2408,no,no,apr,376,1,0
2212,31,admin,married,secondary,no,35,no,no,apr,615,1,1
2213,36,management,married,tertiary,no,393,yes,no,apr,555,2,0
2214,58,unemployed,married,secondary,no,687,yes,no,apr,341,2,1
2215,35,services,married,unknown,no,618,no,no,apr,951,1,1
2216,28,student,single,tertiary,no,3054,no,no,apr,384,1,0
2217,25,student,single,secondary,no,1608,no,no,apr,664,2,1
2218,41,entrepreneur,married,secondary,no,30,no,no,apr,460,1,1
2219,46,management,married,tertiary,no,699,no,no,apr,970,1,0
2220,35,management,married,tertiary,no,495,no,no,apr,266,1,0
2221,49,entrepreneur,single,secondary,no,5802,no,no,apr,618,2,1
2222,47,blue-collar,married,primary,no,2749,yes,no,apr,774,2,1
2223,35,management,single,tertiary,no,1162,no,no,apr,175,1,0
2224,34,management,married,tertiary,no,0,yes,no,apr,300,1,0
2225,30,technician,married,secondary,no,776,no,no,apr,861,2,1
2226,54,management,married,tertiary,no,1014,no,yes,apr,240,1,0
2227,31,management,single,tertiary,no,1619,no,no,apr,327,2,0
2228,55,admin,married,secondary,no,139,no,no,apr,241,1,1
2229,25,admin,single,secondary,no,2816,no,no,apr,327,1,1
2230,26,technician,single,secondary,no,507,no,no,apr,380,1,1
2231,85,retired,married,primary,no,98,no,no,apr,416,1,1
2232,33,services,married,secondary,no,478,no,no,apr,475,2,1
2233,29,management,single,tertiary,no,2753,no,no,apr,645,1,0
2234,39,management,married,tertiary,no,0,no,no,apr,342,3,0
2235,33,blue-collar,single,secondary,no,498,no,no,apr,301,1,1
2236,38,technician,single,secondary,no,565,yes,no,apr,1143,1,1
2237,33,blue-collar,single,tertiary,no,700,no,no,apr,169,1,0
2238,58,management,married,tertiary,no,4152,yes,no,apr,750,2,0
2239,61,retired,divorced,secondary,no,927,no,no,apr,427,3,1
2240,32,management,single,tertiary,no,0,yes,no,apr,370,3,0
2241,35,admin,married,tertiary,no,286,no,no,apr,949,2,0
2242,32,management,married,tertiary,no,1388,yes,no,apr,753,1,0
2243,50,admin,single,secondary,no,2252,no,no,apr,652,2,1
2244,31,technician,single,tertiary,no,454,no,no,apr,266,1,0
2245,31,admin,single,tertiary,no,4041,no,no,apr,1034,2,0
2246,54,technician,married,secondary,no,0,no,no,apr,766,3,1
2247,33,technician,married,tertiary,no,0,no,no,apr,227,2,0
2248,36,admin,single,secondary,no,728,no,no,apr,230,1,1
2249,31,management,single,tertiary,no,354,no,no,apr,502,1,0
2250,32,technician,single,tertiary,no,1246,yes,no,apr,509,1,0
2251,34,management,married,tertiary,no,3047,no,no,apr,317,1,0
2252,24,student,single,secondary,no,382,no,no,apr,567,2,1
2253,29,management,single,tertiary,no,36252,yes,no,apr,501,1,0
2254,40,management,married,tertiary,no,158,no,no,apr,712,2,0
2255,29,blue-collar,single,secondary,no,734,yes,yes,apr,259,1,1
2256,30,admin,single,tertiary,no,305,no,no,apr,633,1,0
2257,45,blue-collar,married,secondary,no,10252,no,no,may,675,2,1
2258,37,management,single,tertiary,no,3141,no,no,may,384,2,0
2259,36,technician,single,secondary,no,1228,yes,no,may,303,3,1
2260,40,technician,single,tertiary,no,1646,yes,no,may,392,2,0
2261,28,unemployed,single,primary,no,236,no,no,may,193,1,1
2262,33,management,single,tertiary,no,5437,no,no,may,267,1,0
2263,33,technician,married,secondary,no,133,no,no,may,218,1,1
2264,56,management,married,tertiary,no,2333,no,no,may,244,1,0
2265,45,blue-collar,married,secondary,no,640,yes,no,may,447,1,1
2266,25,student,single,tertiary,no,253,no,no,may,597,1,0
2267,41,blue-collar,married,secondary,no,5060,no,no,may,963,1,1
2268,38,technician,divorced,secondary,no,902,yes,no,may,301,3,1
2269,47,technician,married,secondary,no,335,no,no,may,417,1,1
2270,49,management,married,tertiary,no,1,no,no,may,1076,3,0
2271,36,services,single,secondary,no,365,no,no,may,643,1,1
2272,42,admin,single,secondary,no,1451,yes,no,may,251,4,1
2273,33,technician,single,tertiary,no,1636,yes,no,may,592,1,0
2274,36,admin,married,tertiary,no,3221,no,no,may,322,11,0
2275,60,technician,married,secondary,no,316,no,no,may,545,2,1
2276,33,technician,married,secondary,no,2044,yes,no,may,532,3,1
2277,33,technician,married,secondary,no,557,no,no,may,367,1,1
2278,33,services,single,secondary,no,489,yes,no,may,297,4,1
2279,32,student,single,tertiary,no,1138,no,no,may,214,3,0
2280,48,blue-collar,married,secondary,no,863,yes,no,may,412,5,1
2281,36,blue-collar,married,secondary,no,218,yes,no,may,619,6,1
2282,36,self-employed,married,secondary,no,188,yes,yes,may,1046,3,1
2283,45,technician,married,secondary,no,1998,no,no,may,237,5,1
2284,35,management,married,tertiary,no,520,yes,no,may,458,3,0
2285,38,management,divorced,tertiary,no,6368,yes,no,may,922,4,0
2286,52,technician,married,tertiary,no,876,no,no,may,601,3,0
2287,30,self-employed,married,tertiary,no,2666,no,no,may,781,3,0
2288,31,technician,married,secondary,no,4182,yes,no,may,347,2,1
2289,32,self-employed,divorced,tertiary,no,3271,no,no,may,949,3,0
2290,44,self-employed,married,unknown,no,163,yes,no,may,364,3,1
2291,39,management,single,tertiary,no,1515,yes,no,may,815,6,0
2292,45,blue-collar,married,primary,no,803,yes,no,may,742,4,1
2293,31,technician,married,tertiary,no,636,yes,no,may,352,4,0
2294,32,blue-collar,single,secondary,no,400,no,no,may,268,3,1
2295,39,management,single,tertiary,no,2454,yes,no,may,716,3,0
2296,30,management,single,tertiary,no,533,no,no,may,365,4,0
2297,63,management,married,unknown,no,2352,no,no,may,475,7,0
2298,56,retired,married,primary,no,9367,no,no,may,617,2,1
2299,30,management,married,tertiary,no,10884,no,no,may,333,2,0
2300,38,admin,married,secondary,no,47,yes,no,may,288,5,1
2301,31,management,single,tertiary,no,12857,yes,no,may,483,4,0
2302,26,technician,single,secondary,no,237,yes,no,may,1091,3,1
2303,37,student,single,unknown,no,444,no,no,may,1063,5,1
2304,29,management,single,tertiary,no,9407,no,no,may,267,6,0
2305,24,student,single,secondary,no,387,no,no,may,340,8,1
2306,35,entrepreneur,married,secondary,no,2971,no,no,may,429,4,1
2307,43,technician,married,tertiary,no,2643,no,no,may,331,5,0
2308,36,services,single,secondary,no,1227,yes,yes,may,775,5,1
2309,39,blue-collar,married,secondary,no,261,no,no,may,841,4,1
2310,29,management,single,secondary,no,3317,no,yes,may,640,7,1
2311,59,retired,divorced,secondary,no,514,no,no,may,673,6,1
2312,28,blue-collar,married,secondary,no,61,yes,no,may,226,2,1
2313,50,blue-collar,married,primary,no,5872,yes,no,may,762,3,1
2314,46,admin,single,tertiary,no,2889,yes,no,may,494,1,0
2315,36,blue-collar,married,primary,no,378,yes,no,may,1240,1,1
2316,44,services,divorced,secondary,no,-368,yes,no,may,895,1,1
2317,35,student,single,secondary,no,188,yes,no,may,863,1,1
2318,30,blue-collar,married,secondary,no,61,yes,no,may,525,1,1
2319,58,admin,married,secondary,no,2160,yes,yes,may,1090,1,1
2320,41,unemployed,married,secondary,no,0,yes,yes,may,400,1,1
2321,37,management,married,tertiary,no,658,yes,no,may,838,1,0
2322,39,management,married,tertiary,no,0,yes,no,may,811,2,0
2323,31,blue-collar,single,secondary,no,196,yes,no,may,568,1,1
2324,30,blue-collar,single,primary,no,253,yes,no,may,259,1,1
2325,33,self-employed,single,tertiary,no,94,yes,no,may,955,2,0
2326,41,management,married,tertiary,no,326,yes,no,may,788,1,0
2327,44,services,married,secondary,no,-395,yes,no,may,894,1,1
2328,46,blue-collar,married,unknown,no,9328,yes,no,may,725,3,1
2329,30,technician,single,secondary,no,-522,yes,yes,may,670,2,1
2330,35,admin,married,secondary,no,1286,yes,no,may,862,3,1
2331,49,blue-collar,married,secondary,no,2039,yes,no,may,451,1,1
2332,27,admin,married,secondary,no,710,yes,yes,may,653,1,1
2333,39,technician,divorced,tertiary,yes,3,no,no,may,488,1,0
2334,32,self-employed,single,tertiary,no,0,yes,no,may,767,1,0
2335,35,technician,divorced,secondary,no,84,yes,yes,may,954,1,1
2336,37,technician,divorced,secondary,no,141,yes,no,may,848,1,1
2337,31,technician,single,secondary,no,53,yes,yes,may,530,1,1
2338,30,management,divorced,tertiary,no,415,yes,yes,may,984,1,0
2339,34,entrepreneur,married,tertiary,no,0,yes,no,may,611,1,0
2340,31,blue-collar,single,secondary,no,1979,yes,yes,may,1205,1,1
2341,27,admin,married,secondary,no,0,yes,no,may,837,1,1
2342,36,management,single,tertiary,no,7506,yes,no,may,839,2,0
2343,37,management,single,tertiary,no,102,yes,no,may,445,1,0
2344,27,technician,single,secondary,no,2,yes,yes,may,554,2,1
2345,32,admin,married,secondary,no,752,yes,no,may,519,2,1
2346,49,management,married,secondary,no,99,yes,no,may,687,2,1
2347,29,admin,single,secondary,no,266,yes,no,may,540,1,1
2348,26,blue-collar,single,secondary,no,191,yes,no,may,550,1,1
2349,49,services,married,primary,no,0,yes,no,may,445,2,1
2350,29,admin,single,secondary,no,27,yes,no,may,754,1,1
2351,28,blue-collar,single,secondary,no,524,yes,no,may,554,2,1
2352,60,management,married,tertiary,no,5990,yes,no,may,396,3,0
2353,33,management,married,secondary,no,3935,yes,no,may,765,1,1
2354,35,management,married,tertiary,no,991,yes,no,may,1489,3,0
2355,31,management,single,tertiary,no,59,yes,yes,may,1347,2,0
2356,40,management,married,tertiary,no,1598,yes,yes,may,1074,4,0
2357,29,management,married,tertiary,no,0,yes,no,may,667,2,0
2358,35,management,married,tertiary,no,802,yes,no,may,686,2,0
2359,38,management,single,tertiary,no,104,yes,no,may,606,3,0
2360,32,management,married,tertiary,no,2465,yes,yes,may,923,1,0
2361,33,admin,married,secondary,no,-370,yes,no,may,261,1,1
2362,31,services,divorced,primary,no,459,yes,no,may,623,1,1
2363,26,management,single,tertiary,no,114,yes,no,may,457,1,0
2364,42,blue-collar,married,primary,no,1461,yes,no,may,757,2,1
2365,33,admin,single,tertiary,no,475,yes,no,may,1046,1,0
2366,42,management,married,tertiary,no,1435,yes,no,may,1148,1,0
2367,36,management,single,tertiary,no,4,yes,no,may,855,2,0
2368,35,management,single,tertiary,no,1618,yes,yes,may,542,1,0
2369,30,services,single,secondary,no,-271,yes,no,may,609,1,1
2370,59,admin,single,secondary,no,2166,yes,yes,may,574,1,1
2371,44,blue-collar,married,primary,no,4031,yes,no,may,983,4,1
2372,25,admin,single,secondary,no,122,yes,no,may,481,2,1
2373,50,services,married,primary,no,5024,yes,yes,may,661,1,1
2374,51,technician,married,secondary,no,-1944,yes,no,may,623,1,1
2375,51,admin,married,secondary,no,3025,no,no,may,476,1,1
2376,60,blue-collar,married,unknown,no,2090,yes,no,may,957,2,1
2377,29,technician,single,tertiary,no,0,yes,no,may,347,2,0
2378,43,management,married,tertiary,no,1429,yes,no,may,1030,1,0
2379,31,admin,single,secondary,no,0,yes,no,may,895,2,1
2380,26,blue-collar,single,secondary,no,311,yes,no,may,798,2,1
2381,34,admin,married,secondary,no,48,yes,no,may,1806,2,1
2382,23,housemaid,married,tertiary,no,66,yes,no,may,1391,2,0
2383,49,blue-collar,single,primary,no,2146,yes,no,may,1516,2,1
2384,42,unemployed,married,secondary,no,356,yes,no,may,787,3,1
2385,39,blue-collar,married,secondary,no,62,yes,no,may,877,3,1
2386,24,services,single,secondary,no,638,yes,yes,may,792,3,1
2387,45,admin,married,secondary,yes,-106,yes,yes,may,553,3,1
2388,45,services,divorced,secondary,no,608,yes,yes,may,1135,3,1
2389,39,technician,divorced,secondary,no,291,yes,no,may,882,2,1
2390,45,blue-collar,divorced,secondary,no,-184,yes,no,may,878,3,1
2391,39,services,single,secondary,no,403,yes,no,may,1262,3,1
2392,39,admin,single,secondary,no,2345,yes,no,may,491,2,1
2393,41,blue-collar,married,secondary,no,2039,yes,no,may,729,1,1
2394,23,technician,single,secondary,no,4,yes,no,may,763,1,1
2395,57,admin,married,secondary,no,6005,yes,no,may,704,1,1
2396,46,blue-collar,married,unknown,no,842,yes,no,may,833,1,1
2397,49,management,married,tertiary,no,1311,yes,no,may,813,1,0
2398,32,blue-collar,married,secondary,no,333,yes,no,may,501,2,1
2399,29,management,single,tertiary,no,3041,yes,no,may,606,3,0
2400,42,management,married,tertiary,no,4,yes,no,may,579,2,0
2401,47,blue-collar,divorced,primary,no,603,yes,yes,may,1080,1,1
2402,36,management,married,tertiary,no,0,yes,no,may,308,3,0
2403,33,admin,divorced,secondary,no,294,yes,no,may,763,1,1
2404,57,management,married,tertiary,no,830,yes,yes,may,662,1,0
2405,36,technician,single,tertiary,no,962,yes,no,may,568,1,0
2406,53,technician,single,tertiary,no,185,yes,no,may,1448,2,0
2407,56,blue-collar,divorced,primary,no,-9,yes,yes,may,728,1,1
2408,33,admin,divorced,tertiary,no,891,no,no,may,398,2,0
2409,59,retired,married,tertiary,no,148,yes,yes,may,685,2,0
2410,47,retired,married,primary,no,1374,no,yes,may,479,2,1
2411,35,student,married,tertiary,no,387,yes,no,may,1024,3,0
2412,42,management,married,tertiary,no,-556,yes,yes,may,682,3,0
2413,38,self-employed,single,tertiary,no,1612,yes,no,may,423,1,0
2414,40,self-employed,married,secondary,no,0,yes,no,may,657,1,1
2415,41,admin,single,secondary,no,-109,yes,yes,may,1038,1,1
2416,36,entrepreneur,single,secondary,no,866,yes,no,may,629,1,1
2417,43,management,divorced,tertiary,no,580,yes,no,may,1514,1,0
2418,24,services,married,secondary,no,4500,yes,no,may,733,2,1
2419,40,management,married,tertiary,no,-17,yes,yes,may,474,1,0
2420,49,blue-collar,divorced,primary,no,24,yes,no,may,701,1,1
2421,40,services,married,secondary,no,-192,yes,no,may,666,1,1
2422,40,blue-collar,married,secondary,no,-438,no,no,may,1017,1,1
2423,34,services,single,secondary,no,-701,yes,no,may,610,2,1
2424,34,services,single,secondary,no,-374,yes,no,may,672,1,1
2425,52,services,divorced,secondary,no,36,yes,yes,may,930,1,1
2426,36,management,single,tertiary,no,1400,yes,no,may,608,3,0
2427,38,services,married,secondary,no,5293,yes,no,may,475,1,1
2428,39,blue-collar,married,secondary,no,785,yes,no,may,1232,2,1
2429,25,student,single,primary,no,373,yes,no,may,819,2,1
2430,39,management,married,tertiary,no,763,yes,no,may,877,7,0
2431,37,blue-collar,single,secondary,no,133,yes,no,may,1388,2,1
2432,41,blue-collar,married,secondary,no,1236,yes,no,may,911,3,1
2433,50,retired,married,secondary,no,8648,no,no,may,731,3,1
2434,36,admin,divorced,secondary,no,-811,yes,no,may,365,2,1
2435,34,entrepreneur,married,primary,no,7279,yes,no,may,882,1,1
2436,34,admin,divorced,secondary,no,479,yes,no,may,515,1,1
2437,42,entrepreneur,divorced,secondary,no,335,yes,no,may,580,1,1
2438,38,housemaid,single,primary,no,199,yes,no,may,1203,1,1
2439,39,services,married,secondary,no,25,yes,yes,may,658,1,1
2440,40,blue-collar,married,secondary,no,1808,yes,no,may,560,1,1
2441,39,blue-collar,married,secondary,no,167,yes,yes,may,612,1,1
2442,31,admin,married,secondary,no,2,yes,yes,may,703,4,1
2443,37,blue-collar,married,primary,no,-106,yes,yes,may,690,1,1
2444,58,entrepreneur,married,secondary,no,670,yes,no,may,1272,1,1
2445,48,services,divorced,secondary,no,-361,yes,no,may,1062,3,1
2446,35,blue-collar,married,primary,no,159,yes,yes,may,826,1,1
2447,58,blue-collar,single,secondary,no,119,yes,yes,may,985,1,1
2448,30,services,single,secondary,no,-158,yes,no,may,426,1,1
2449,34,admin,single,secondary,no,151,yes,no,may,590,1,1
2450,51,blue-collar,married,secondary,no,518,yes,no,may,918,1,1
2451,39,management,single,tertiary,no,5073,yes,no,may,1182,1,0
2452,39,admin,married,secondary,no,607,yes,no,may,454,2,1
2453,36,blue-collar,divorced,primary,no,-308,yes,no,may,725,1,1
2454,47,services,married,secondary,no,367,yes,no,may,309,1,1
2455,35,blue-collar,single,secondary,no,855,yes,no,may,549,1,1
2456,33,blue-collar,married,secondary,no,1240,yes,no,may,844,1,1
2457,42,services,divorced,secondary,no,257,yes,no,may,955,2,1
2458,57,admin,single,secondary,no,3551,yes,no,may,458,1,1
2459,47,admin,married,secondary,no,663,yes,yes,may,409,1,1
2460,38,services,single,secondary,no,895,yes,no,may,1531,1,1
2461,46,blue-collar,married,primary,no,804,yes,no,may,1063,2,1
2462,42,blue-collar,married,primary,no,-407,yes,yes,may,829,7,1
2463,47,blue-collar,married,secondary,no,802,yes,yes,may,289,2,1
2464,37,admin,single,primary,no,912,yes,no,may,637,3,1
2465,31,admin,single,tertiary,no,355,yes,no,may,609,1,0
2466,38,management,single,tertiary,no,3646,yes,no,may,1710,2,0
2467,46,technician,married,secondary,no,3,yes,yes,may,614,3,1
2468,44,self-employed,single,tertiary,no,2734,yes,no,may,897,4,0
2469,36,services,single,secondary,no,0,yes,no,may,398,6,1
2470,40,services,married,secondary,no,1836,yes,no,may,750,2,1
2471,39,management,married,tertiary,no,1425,yes,no,may,775,3,0
2472,45,self-employed,divorced,tertiary,no,963,yes,no,may,528,5,0
2473,59,admin,married,secondary,no,145,yes,no,may,556,2,1
2474,34,blue-collar,married,secondary,no,634,no,yes,may,737,3,1
2475,35,technician,single,secondary,no,399,yes,no,may,496,2,1
2476,40,blue-collar,married,unknown,no,87,yes,no,may,477,3,1
2477,50,blue-collar,married,primary,no,-522,yes,no,may,863,3,1
2478,36,blue-collar,married,primary,no,319,yes,no,may,774,2,1
2479,35,admin,single,secondary,no,0,yes,no,may,1073,1,1
2480,36,blue-collar,single,secondary,no,478,yes,no,may,610,1,1
2481,35,blue-collar,single,primary,no,-276,yes,no,may,850,1,1
2482,47,blue-collar,married,primary,no,4227,yes,no,may,659,1,1
2483,47,housemaid,single,primary,no,2785,yes,no,may,570,1,1
2484,38,blue-collar,married,primary,no,1401,no,no,may,516,1,1
2485,33,management,single,tertiary,no,0,yes,no,may,585,1,0
2486,38,blue-collar,married,primary,no,1852,yes,no,may,606,1,1
2487,39,blue-collar,married,secondary,no,462,yes,no,may,590,1,1
2488,43,housemaid,single,primary,no,800,yes,no,may,902,1,1
2489,33,technician,married,secondary,no,221,yes,no,may,669,1,1
2490,34,blue-collar,married,secondary,no,1089,yes,no,may,394,3,1
2491,28,admin,divorced,secondary,no,451,yes,no,may,302,1,1
2492,46,services,married,primary,no,437,yes,no,may,546,3,1
2493,36,blue-collar,married,primary,no,828,no,no,may,1512,1,1
2494,34,blue-collar,married,secondary,no,496,yes,no,may,333,1,1
2495,42,blue-collar,single,secondary,no,1080,yes,yes,may,951,3,1
2496,33,management,married,tertiary,no,1064,yes,no,may,562,1,0
2497,39,management,married,tertiary,no,297,yes,no,may,734,2,0
2498,32,management,single,tertiary,no,3,yes,no,may,568,1,0
2499,34,admin,married,tertiary,no,142,yes,no,may,459,1,0
2500,34,management,single,tertiary,no,76,yes,no,may,747,2,0
2501,32,blue-collar,single,primary,no,398,yes,no,may,716,1,1
2502,48,admin,divorced,secondary,no,83,yes,no,may,1101,1,1
2503,31,admin,married,secondary,no,879,yes,no,may,394,1,1
2504,30,admin,married,secondary,no,396,yes,no,may,366,3,1
2505,34,management,married,tertiary,no,3050,yes,no,may,469,1,0
2506,33,services,married,secondary,no,210,yes,no,may,1207,2,1
2507,52,services,married,primary,no,306,yes,no,may,650,5,1
2508,48,services,divorced,secondary,no,-276,yes,yes,may,674,1,1
2509,33,blue-collar,single,primary,no,863,yes,no,may,622,3,1
2510,30,student,single,tertiary,no,228,yes,no,may,314,2,0
2511,35,management,single,tertiary,no,1396,yes,no,may,809,1,0
2512,51,blue-collar,divorced,primary,no,-19,yes,no,may,829,1,1
2513,38,services,single,secondary,no,2253,yes,no,may,937,3,1
2514,59,services,married,secondary,no,2965,yes,no,may,1970,3,1
2515,39,blue-collar,single,primary,no,0,yes,yes,may,1975,5,1
2516,29,entrepreneur,married,secondary,no,714,yes,yes,may,482,2,1
2517,41,services,married,secondary,no,471,yes,no,may,954,2,1
2518,27,blue-collar,single,primary,no,265,yes,no,may,1119,2,1
2519,50,technician,divorced,secondary,no,-54,yes,yes,may,698,2,1
2520,34,management,single,tertiary,no,3821,yes,no,may,649,2,0
2521,38,blue-collar,divorced,primary,no,0,yes,no,may,531,2,1
2522,29,services,divorced,secondary,no,-7,yes,no,may,1279,3,1
2523,40,blue-collar,married,primary,no,830,yes,no,may,873,3,1
2524,32,technician,single,tertiary,no,0,yes,yes,may,440,2,0
2525,38,blue-collar,married,primary,no,4406,yes,no,may,689,2,1
2526,53,technician,married,secondary,no,6831,no,no,may,1130,2,1
2527,36,admin,divorced,secondary,no,437,yes,no,may,722,2,1
2528,26,management,single,tertiary,no,3944,yes,no,may,974,2,0
2529,58,services,married,primary,no,2946,yes,no,may,467,1,1
2530,28,blue-collar,single,primary,no,54,yes,no,may,533,1,1
2531,49,blue-collar,married,secondary,no,-454,yes,no,may,558,1,1
2532,26,blue-collar,single,secondary,no,1006,yes,no,may,667,1,1
2533,38,services,married,secondary,no,934,yes,no,may,715,1,1
2534,44,admin,divorced,secondary,no,2999,yes,no,may,717,1,1
2535,49,management,married,tertiary,no,85,yes,no,may,590,5,0
2536,31,self-employed,single,tertiary,no,17924,yes,no,may,745,1,0
2537,55,blue-collar,divorced,primary,no,8180,no,no,may,854,2,1
2538,32,management,married,tertiary,no,2431,yes,no,may,646,5,0
2539,35,services,married,secondary,no,341,yes,no,may,345,1,1
2540,35,blue-collar,single,secondary,no,4963,yes,no,may,456,1,1
2541,31,admin,married,secondary,no,8781,yes,no,may,680,1,1
2542,39,technician,single,secondary,no,1355,yes,no,may,1180,1,1
2543,28,admin,divorced,secondary,no,-504,yes,yes,may,578,1,1
2544,26,admin,single,secondary,yes,-930,yes,no,may,786,1,1
2545,39,management,married,tertiary,no,1738,yes,no,may,633,1,0
2546,48,blue-collar,married,primary,no,214,yes,yes,may,307,1,1
2547,40,blue-collar,divorced,secondary,no,973,no,no,may,449,1,1
2548,32,admin,married,secondary,no,684,yes,no,may,607,3,1
2549,29,management,married,secondary,no,231,no,no,may,1075,1,1
2550,41,blue-collar,married,secondary,no,580,yes,no,may,874,1,1
2551,34,management,married,tertiary,no,273,yes,no,may,492,1,0
2552,32,blue-collar,single,secondary,no,811,yes,no,may,563,1,1
2553,34,admin,married,primary,no,0,yes,yes,may,1020,1,1
